id_transaccion,folio,codigo,monto,fecha,es_anomalia,cluster_anomalia,nivel_riesgo,mensaje_alerta,reglas_activadas,score_riesgo
563,38233,PROPTI,72.0,2022-08-22,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 563 (folio 38233, código PROPTI, monto 72.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
217,105682,RENHAB,2389.22,2024-10-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 217 (folio 105682, código RENHAB, monto 2389.22): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por 'RFR'","usuario_mod_distinto: creado por 'EGT', modificado por 'RFR'",15
100,132882,XFAC,8660.63,2025-08-13,True,CONTEXTO_RESERVACION | USUARIO_MODIFICACION,MEDIO,"Alerta en transacción 100 (folio 132882, código XFAC, monto 8660.63): [CONTEXTO_RESERVACION | USUARIO_MODIFICACION] — noches_inconsistentes: cargo=0, reservación=3.0; usuario_mod_distinto: creado por 'CEV', modificado por '' (monto alto)","noches_inconsistentes: cargo=0, reservación=3.0 | usuario_mod_distinto: creado por 'CEV', modificado por '' (monto alto)",35
352,120225,RENHAB,3249.85,2025-04-05,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 352 (folio 120225, código RENHAB, monto 3249.85): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'DOB', modificado por '' (monto alto)",15
399,45188,PROPTI,24.0,2022-12-20,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 399 (folio 45188, código PROPTI, monto 24.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
303,55842,PROPTI,52.8,2023-04-15,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 303 (folio 55842, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
751,113092,PROPTI,14.52,2025-01-10,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 751 (folio 113092, código PROPTI, monto 14.52): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
324,144116,RENHAB,3568.55,2026-01-04,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 324 (folio 144116, código RENHAB, monto 3568.55): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'CQ3', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'CQ3', modificado por '' (monto alto)",15
431,144851,PROPTI,58.08,2026-01-09,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 431 (folio 144851, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
286,10522,PROPTI,48.0,2021-08-09,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 286 (folio 10522, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
234,70814,RENHAB,2156.2,2023-08-28,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 234 (folio 70814, código RENHAB, monto 2156.20): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
86,40489,EFE,875.0,2022-09-24,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 86 (folio 40489, código EFE, monto 875.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'LAR', modificado por ''","usuario_mod_distinto: creado por 'LAR', modificado por ''",15
249,103423,MISCEL,137.2,2024-09-01,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 249 (folio 103423, código MISCEL, monto 137.20): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
377,97225,PROPTI,29.04,2024-06-24,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 377 (folio 97225, código PROPTI, monto 29.04): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
425,59463,PROPTI,52.8,2023-05-25,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 425 (folio 59463, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
272,142188,PROPTI,58.08,2025-12-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 272 (folio 142188, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'CQ3', modificado por ''","usuario_mod_distinto: creado por 'CQ3', modificado por ''",15
497,124763,PROPTI,29.04,2025-05-18,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 497 (folio 124763, código PROPTI, monto 29.04): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por ''","usuario_mod_distinto: creado por 'DOB', modificado por ''",15
663,140815,RENHAB,1953.92,2025-11-26,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 663 (folio 140815, código RENHAB, monto 1953.92): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'CQ3', modificado por ''","usuario_mod_distinto: creado por 'CQ3', modificado por ''",15
621,34455,RENHAB,1708.0,2022-07-19,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 621 (folio 34455, código RENHAB, monto 1708.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
509,29266,PROPTI,12.0,2022-05-13,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 509 (folio 29266, código PROPTI, monto 12.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AGH', modificado por ''","usuario_mod_distinto: creado por 'AGH', modificado por ''",15
504,118621,RENHAB,3407.88,2025-03-21,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 504 (folio 118621, código RENHAB, monto 3407.88): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)",15
236,7320,PROPTI,48.0,2021-06-26,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 236 (folio 7320, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por ''","usuario_mod_distinto: creado por 'MCC', modificado por ''",15
472,89307,PROPTI,43.56,2024-04-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 472 (folio 89307, código PROPTI, monto 43.56): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
49,7049,TARDEB,1000.0,2021-06-20,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 49 (folio 7049, código TARDEB, monto 1000.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'IEP', modificado por ''","usuario_mod_distinto: creado por 'IEP', modificado por ''",15
486,28616,PROPTI,48.0,2022-05-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 486 (folio 28616, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AGH', modificado por ''","usuario_mod_distinto: creado por 'AGH', modificado por ''",15
332,44450,PROPTI,12.0,2022-12-04,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 332 (folio 44450, código PROPTI, monto 12.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
68,83986,TRANSF,3720.0,2024-02-15,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 68 (folio 83986, código TRANSF, monto 3720.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'NO0', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'NO0', modificado por '' (monto alto)",15
442,29947,RENHAB,1690.0,2022-05-23,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 442 (folio 29947, código RENHAB, monto 1690.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
13,60446,DEPHAB,20000.0,2023-05-30,True,MONTO_ATIPICO | USUARIO_MODIFICACION,MEDIO,"Alerta en transacción 13 (folio 60446, código DEPHAB, monto 20000.00): [MONTO_ATIPICO | USUARIO_MODIFICACION] — monto_atipico: monto_abs=20000.00, z=2.23 (umbral ±2.0) para código 'DEPHAB'; usuario_mod_distinto: creado por 'EJS', modificado por '' (monto alto)","monto_atipico: monto_abs=20000.00, z=2.23 (umbral ±2.0) para código 'DEPHAB' | usuario_mod_distinto: creado por 'EJS', modificado por '' (monto alto)",40
703,35585,PROPTI,48.0,2022-07-28,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 703 (folio 35585, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
617,84662,PROPTI,58.08,2024-02-23,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 617 (folio 84662, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
83,26815,DEPHAB,9000.0,2022-04-14,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 83 (folio 26815, código DEPHAB, monto 9000.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MDS', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'MDS', modificado por '' (monto alto)",15
800,5280,PROPTI,-96.0,2021-05-22,True,SIGNO_CONTABLE | MONTO_ATIPICO | CANCELACION_SOSPECHOSA | USUARIO_MODIFICACION,CRITICO,"Alerta en transacción 800 (folio 5280, código PROPTI, monto -96.00): [SIGNO_CONTABLE | MONTO_ATIPICO | CANCELACION_SOSPECHOSA | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-96.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'; cancelacion_monto_alto: monto cancelado=96.00","cargo_monto_negativo: monto=-96.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI' | cancelacion_monto_alto: monto cancelado=96.00 | usuario_mod_distinto: creado por 'MCC', modificado por 'KJG'",100
685,7335,PROPTI,24.0,2021-06-26,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 685 (folio 7335, código PROPTI, monto 24.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por 'IEP'","usuario_mod_distinto: creado por 'MCC', modificado por 'IEP'",15
262,5834,RENHAB,2801.5,2021-05-31,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 262 (folio 5834, código RENHAB, monto 2801.50): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'MCC', modificado por '' (monto alto)",15
830,7825,RENHAB,-2303.94,2021-07-02,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 830 (folio 7825, código RENHAB, monto -2303.94): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-2303.94 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'MCC', modificado por 'RFR'","cargo_monto_negativo: monto=-2303.94 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'MCC', modificado por 'RFR'",50
322,27076,PROPTI,48.0,2022-04-17,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 322 (folio 27076, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AGH', modificado por ''","usuario_mod_distinto: creado por 'AGH', modificado por ''",15
194,120124,PROPTI,29.04,2025-04-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 194 (folio 120124, código PROPTI, monto 29.04): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por ''","usuario_mod_distinto: creado por 'DOB', modificado por ''",15
451,61323,PROPTI,52.8,2023-06-07,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 451 (folio 61323, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
546,7483,RENHAB,-2478.66,2021-06-29,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 546 (folio 7483, código RENHAB, monto -2478.66): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-2478.66 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'ALM', modificado por 'RFR'","cargo_monto_negativo: monto=-2478.66 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'ALM', modificado por 'RFR'",50
328,70340,PROPTI,79.2,2023-08-24,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 328 (folio 70340, código PROPTI, monto 79.20): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
180,21686,PROPTI,72.0,2022-02-05,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 180 (folio 21686, código PROPTI, monto 72.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AGH', modificado por ''","usuario_mod_distinto: creado por 'AGH', modificado por ''",15
355,12228,RENHAB,1512.0,2021-09-17,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 355 (folio 12228, código RENHAB, monto 1512.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
13,42364,CANXFA,4855.01,2022-10-31,True,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 13 (folio 42364, código CANXFA, monto 4855.01): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION | USUARIO_MODIFICACION] — cargo_despues_checkout: fecha_cargo=2022-10-31, check-out=2022-10-27; noches_inconsistentes: cargo=0, reservación=3.0; usuario_mod_distinto: creado por 'ALM', modificado por '' (monto alto)","cargo_despues_checkout: fecha_cargo=2022-10-31, check-out=2022-10-27 | noches_inconsistentes: cargo=0, reservación=3.0 | usuario_mod_distinto: creado por 'ALM', modificado por '' (monto alto)",70
590,21857,RENHAB,1915.0,2022-02-13,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 590 (folio 21857, código RENHAB, monto 1915.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AGH', modificado por 'EGT'","usuario_mod_distinto: creado por 'AGH', modificado por 'EGT'",15
253,2498,PROPTI,48.0,2021-04-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 253 (folio 2498, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
158,13800,PROPTI,12.0,2021-10-15,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 158 (folio 13800, código PROPTI, monto 12.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
779,32660,PEREXT,741.75,2022-06-27,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 779 (folio 32660, código PEREXT, monto 741.75): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por 'RRN'","usuario_mod_distinto: creado por 'ALM', modificado por 'RRN'",15
572,42914,PROPTI,48.0,2022-11-14,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 572 (folio 42914, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
464,86277,PROPTI,87.12,2024-03-15,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 464 (folio 86277, código PROPTI, monto 87.12): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
52,4961,RENCOM,2068.5,2021-05-16,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 52 (folio 4961, código RENCOM, monto 2068.50): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'KJG', modificado por ''","usuario_mod_distinto: creado por 'KJG', modificado por ''",15
84,93174,TARCRE,2236.49,2024-05-16,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 84 (folio 93174, código TARCRE, monto 2236.49): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'VLN', modificado por ''","usuario_mod_distinto: creado por 'VLN', modificado por ''",15
569,143332,PROPTI,58.08,2025-12-31,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 569 (folio 143332, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'CQ3', modificado por ''","usuario_mod_distinto: creado por 'CQ3', modificado por ''",15
208,110619,PROPTI,58.08,2024-12-16,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 208 (folio 110619, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
452,39163,PROPTI,48.0,2022-09-04,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 452 (folio 39163, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
611,97454,PROPTI,14.52,2024-06-25,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 611 (folio 97454, código PROPTI, monto 14.52): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
39,13308,DEPEFE,1000.0,2021-10-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 39 (folio 13308, código DEPEFE, monto 1000.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'FGE', modificado por ''","usuario_mod_distinto: creado por 'FGE', modificado por ''",15
318,17171,PROPTI,24.0,2021-12-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 318 (folio 17171, código PROPTI, monto 24.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
564,87393,PROPTI,58.08,2024-03-24,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 564 (folio 87393, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
656,19543,PROPTI,-24.0,2022-01-07,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 656 (folio 19543, código PROPTI, monto -24.00): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-24.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'AGH', modificado por 'RFR'","cargo_monto_negativo: monto=-24.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'AGH', modificado por 'RFR'",50
386,128735,PROPTI,87.12,2025-06-30,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 386 (folio 128735, código PROPTI, monto 87.12): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por ''","usuario_mod_distinto: creado por 'DOB', modificado por ''",15
315,104474,DEPHAB,3605.0,2024-09-14,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 315 (folio 104474, código DEPHAB, monto 3605.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)",15
166,33878,PROPTI,72.0,2022-07-11,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 166 (folio 33878, código PROPTI, monto 72.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
439,138584,RENHAB,2362.17,2025-10-24,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 439 (folio 138584, código RENHAB, monto 2362.17): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
84,22348,PROPTI,48.0,2022-02-16,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 84 (folio 22348, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AGH', modificado por ''","usuario_mod_distinto: creado por 'AGH', modificado por ''",15
126,2415,MISCEL,30.0,2021-04-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 126 (folio 2415, código MISCEL, monto 30.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RFR', modificado por ''","usuario_mod_distinto: creado por 'RFR', modificado por ''",15
343,11575,RENHAB,3160.0,2021-08-27,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 343 (folio 11575, código RENHAB, monto 3160.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'ALM', modificado por '' (monto alto)",15
558,45404,PROPTI,12.0,2022-12-20,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 558 (folio 45404, código PROPTI, monto 12.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
288,6158,PROPTI,48.0,2021-06-07,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 288 (folio 6158, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por ''","usuario_mod_distinto: creado por 'MCC', modificado por ''",15
415,82971,PROPTI,52.8,2024-02-03,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 415 (folio 82971, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
685,133291,PROPTI,58.08,2025-08-18,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 685 (folio 133291, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por ''","usuario_mod_distinto: creado por 'DOB', modificado por ''",15
560,116830,PROPTI,14.52,2025-03-03,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 560 (folio 116830, código PROPTI, monto 14.52): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
695,14867,RENHAB,2804.62,2021-10-29,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 695 (folio 14867, código RENHAB, monto 2804.62): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por 'JEO' (monto alto)","usuario_mod_distinto: creado por 'ALM', modificado por 'JEO' (monto alto)",15
427,125795,RENHAB,1870.28,2025-05-30,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 427 (folio 125795, código RENHAB, monto 1870.28): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
244,11378,PROPTI,24.0,2021-08-24,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 244 (folio 11378, código PROPTI, monto 24.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
499,14883,PROPTI,48.0,2021-10-29,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 499 (folio 14883, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
96,113644,DEPHAB,2067.0,2025-01-17,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 96 (folio 113644, código DEPHAB, monto 2067.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RM2', modificado por ''","usuario_mod_distinto: creado por 'RM2', modificado por ''",15
123,12127,PROPTI,72.0,2021-09-14,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 123 (folio 12127, código PROPTI, monto 72.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
201,61560,RENHAB,2055.6,2023-06-10,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 201 (folio 61560, código RENHAB, monto 2055.60): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
402,5372,PROPTI,48.0,2021-05-26,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 402 (folio 5372, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por ''","usuario_mod_distinto: creado por 'MCC', modificado por ''",15
445,32594,PROPTI,72.0,2022-06-26,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 445 (folio 32594, código PROPTI, monto 72.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
134,59580,EFE,2165.52,2023-05-22,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 134 (folio 59580, código EFE, monto 2165.52): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RM2', modificado por ''","usuario_mod_distinto: creado por 'RM2', modificado por ''",15
461,13344,RENHAB,1288.0,2021-10-07,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 461 (folio 13344, código RENHAB, monto 1288.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por 'LBB'","usuario_mod_distinto: creado por 'ALM', modificado por 'LBB'",15
197,28912,PROPTI,48.0,2022-05-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 197 (folio 28912, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AGH', modificado por ''","usuario_mod_distinto: creado por 'AGH', modificado por ''",15
